direction,url,philosopher,connection
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Benedetto Croce
Influences,https://en.wikipedia.org/wiki/Johann_Gottlieb_Fichte,Johann Gottlieb Fichte,Benedetto Croce
Influences,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Joseph_Schelling,Friedrich Wilhelm Joseph Schelling,Benedetto Croce
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Benedetto Croce
Influences,https://en.wikipedia.org/wiki/Francesco_de_Sanctis,Francesco de Sanctis,Benedetto Croce
Influences,https://en.wikipedia.org/wiki/Giovanni_Gentile,Giovanni Gentile,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Guido_De_Ruggiero,Guido De Ruggiero,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Carlo_Rosselli,Carlo Rosselli,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Giorgio_Bassani,Giorgio Bassani,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Eugenio_Montale,Eugenio Montale,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Giovanni_Gentile,Giovanni Gentile,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Antonio_Gramsci,Antonio Gramsci,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Julius_Evola,Julius Evola,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Georges_Sorel,Georges Sorel,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/R._G._Collingwood,R G Collingwood,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/Jos%C3%A9_Carlos_Mari%C3%A1tegui,Jos Carlos Maritegui,Benedetto Croce
Influenced,https://en.wikipedia.org/wiki/George_Mosse,George Mosse,Benedetto Croce
Influences,https://en.wikipedia.org/wiki/Plato,Plato,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/James_Joyce,James Joyce,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,Friedrich Nietzsche,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Ferdinand_de_Saussure,Ferdinand de Saussure,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Martin_Heidegger,Martin Heidegger,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Georges_Bataille,Georges Bataille,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Walter_Benjamin,Walter Benjamin,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Emmanuel_Levinas,Emmanuel Levinas,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Sigmund_Freud,Sigmund Freud,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Edmund_Husserl,Edmund Husserl,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau,JeanJacques Rousseau,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Claude_L%C3%A9vi-Strauss,Claude LviStrauss,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Roland_Barthes,Roland Barthes,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Maurice_Blanchot,Maurice Blanchot,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/S%C3%B8ren_Kierkegaard,Sren Kierkegaard,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Jean_Genet,Jean Genet,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Franz_Kafka,Franz Kafka,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Meister_Eckhart,Meister Eckhart,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Jean-Luc_Nancy,JeanLuc Nancy,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Gayatri_Chakravorty_Spivak,Gayatri Chakravorty Spivak,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Paul_de_Man,Paul de Man,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Philippe_Lacoue-Labarthe,Philippe LacoueLabarthe,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Maebh_Long,Maebh Long,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Geoffrey_Hartman,Geoffrey Hartman,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/John_D._Caputo,John D Caputo,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/James_KA_Smith,James KA Smith,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Judith_Butler,Judith Butler,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Catherine_Malabou,Catherine Malabou,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Bernard_Stiegler,Bernard Stiegler,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/B%C3%A9atrice_Galinon-M%C3%A9l%C3%A9nec,Batrice GalinonMlnec,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Peter_Rollins,Peter Rollins,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Richard_Rorty,Richard Rorty,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Sarah_Kofman,Sarah Kofman,Jacques Derrida
Influenced,https://en.wikipedia.org/wiki/Paul_B._Preciado,Paul B Preciado,Jacques Derrida
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Raya Dunayevskaya
Influences,https://en.wikipedia.org/wiki/Friedrich_Engels,Friedrich Engels,Raya Dunayevskaya
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Raya Dunayevskaya
Influences,https://en.wikipedia.org/wiki/Vladimir_Lenin,Vladimir Lenin,Raya Dunayevskaya
Influences,https://en.wikipedia.org/wiki/Rosa_Luxemburg,Rosa Luxemburg,Raya Dunayevskaya
Influences,https://en.wikipedia.org/wiki/Leon_Trotsky,Leon Trotsky,Raya Dunayevskaya
Influences,https://en.wikipedia.org/wiki/Frantz_Fanon,Frantz Fanon,Raya Dunayevskaya
Influenced,https://en.wikipedia.org/wiki/Andrew_Kliman,Andrew Kliman,Raya Dunayevskaya
Influenced,https://en.wikipedia.org/wiki/Kevin_B._Anderson,Kevin B Anderson,Raya Dunayevskaya
Influenced,https://en.wikipedia.org/wiki/Erich_Fromm,Erich Fromm,Raya Dunayevskaya
Influenced,https://en.wikipedia.org/wiki/Cyril_Smith_(Marxist),Cyril Smith Marxist,Raya Dunayevskaya
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Ludwig_Feuerbach,Ludwig Feuerbach,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Max_Stirner,Max Stirner,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Adam_Smith,Adam Smith,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/David_Ricardo,David Ricardo,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau,JeanJacques Rousseau,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Goethe,Goethe,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Charles_Fourier,Charles Fourier,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Moses_Hess,Moses Hess,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Lewis_H._Morgan,Lewis H Morgan,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Heraclitus,Heraclitus,Friedrich Engels
Influenced,https://en.wikipedia.org/wiki/List_of_Marxists,List of Marxists,Friedrich Engels
Influences,https://en.wikipedia.org/wiki/Jacob_B%C3%B6hme,Jacob Bhme,Ludwig Feuerbach
Influences,https://en.wikipedia.org/wiki/Karl_Daub,Karl Daub,Ludwig Feuerbach
Influences,https://en.wikipedia.org/wiki/G._W._F._Hegel,G W F Hegel,Ludwig Feuerbach
Influences,https://en.wikipedia.org/wiki/Friedrich_Heinrich_Jacobi,Friedrich Heinrich Jacobi,Ludwig Feuerbach
Influences,https://en.wikipedia.org/wiki/Martin_Luther,Martin Luther,Ludwig Feuerbach
Influences,https://en.wikipedia.org/wiki/Friedrich_Schleiermacher,Friedrich Schleiermacher,Ludwig Feuerbach
Influences,https://en.wikipedia.org/wiki/Baruch_Spinoza,Baruch Spinoza,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Bruno_Bauer,Bruno Bauer,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Martin_Buber,Martin Buber,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Friedrich_Engels,Friedrich Engels,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Sigmund_Freud,Sigmund Freud,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,Friedrich Nietzsche,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Max_Stirner,Max Stirner,Ludwig Feuerbach
Influenced,https://en.wikipedia.org/wiki/Richard_Wagner,Richard Wagner,Ludwig Feuerbach
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Kuno Fischer
Influences,https://en.wikipedia.org/wiki/G._W._F._Hegel,G W F Hegel,Kuno Fischer
Influenced,https://en.wikipedia.org/wiki/Gottlob_Frege,Gottlob Frege,Kuno Fischer
Influenced,https://en.wikipedia.org/wiki/John_Pentland_Mahaffy,John Pentland Mahaffy,Kuno Fischer
Influenced,https://en.wikipedia.org/wiki/Wilhelm_Windelband,Wilhelm Windelband,Kuno Fischer
Influences,https://en.wikipedia.org/wiki/Aristotle,Aristotle,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Sigmund_Freud,Sigmund Freud,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,Friedrich Nietzsche,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/C._S._Lewis,C S Lewis,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Allan_Bloom,Allan Bloom,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Hegel,Hegel,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Samuel_P._Huntington,Samuel P Huntington,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Alexandre_Koj%C3%A8ve,Alexandre Kojve,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Harvey_Mansfield,Harvey Mansfield,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Leo_Strauss,Leo Strauss,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Seymour_Martin_Lipset,Seymour Martin Lipset,Francis Fukuyama
Influences,https://en.wikipedia.org/wiki/Plato,Plato,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Marx,Marx,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Giambattista_Vico,Giambattista Vico,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Vincenzo_Gioberti,Vincenzo Gioberti,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Antonio_Rosmini-Serbati,Antonio RosminiSerbati,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Bertrando_Spaventa,Bertrando Spaventa,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Giuseppe_Mazzini,Giuseppe Mazzini,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Pasquale_Galluppi,Pasquale Galluppi,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Sigmund_Freud,Sigmund Freud,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,Friedrich Nietzsche,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Benedetto_Croce,Benedetto Croce,Giovanni Gentile
Influenced,https://en.wikipedia.org/wiki/Giovanni_Treccani,Giovanni Treccani,Giovanni Gentile
Influenced,https://en.wikipedia.org/wiki/Ugo_Spirito,Ugo Spirito,Giovanni Gentile
Influenced,https://en.wikipedia.org/wiki/Benedetto_Croce,Benedetto Croce,Giovanni Gentile
Influenced,https://en.wikipedia.org/wiki/Benito_Mussolini,Benito Mussolini,Giovanni Gentile
Influenced,https://en.wikipedia.org/wiki/Giuseppe_Bottai,Giuseppe Bottai,Giovanni Gentile
Influenced,https://en.wikipedia.org/wiki/Luigi_Federzoni,Luigi Federzoni,Giovanni Gentile
Influenced,https://en.wikipedia.org/wiki/Margherita_Sarfatti,Margherita Sarfatti,Giovanni Gentile
Influenced,https://en.wikipedia.org/wiki/A._James_Gregor,A James Gregor,Giovanni Gentile
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Thomas Hill Green
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Thomas Hill Green
Influences,https://en.wikipedia.org/wiki/Benjamin_Jowett,Benjamin Jowett,Thomas Hill Green
Influences,https://en.wikipedia.org/wiki/F._D._Maurice,F D Maurice,Thomas Hill Green
Influences,https://en.wikipedia.org/wiki/Wikipedia:Citing_sources,WikipediaCiting sources,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/Samuel_Alexander,Samuel Alexander,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/F._H._Bradley,F H Bradley,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/John_Cook_Wilson,John Cook Wilson,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/John_Dewey,John Dewey,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/Leonard_Hobhouse,Leonard Hobhouse,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/C._B._Macpherson,C B Macpherson,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/J._H._Muirhead,J H Muirhead,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/R._L._Nettleship,R L Nettleship,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/Hastings_Rashdall,Hastings Rashdall,Thomas Hill Green
Influenced,https://en.wikipedia.org/wiki/David_George_Ritchie,David George Ritchie,Thomas Hill Green
Influences,https://en.wikipedia.org/wiki/Jean_Cavaill%C3%A8s,Jean Cavaills,Jean Hyppolite
Influences,https://en.wikipedia.org/wiki/Karl_Marx,Karl Marx,Jean Hyppolite
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Jean Hyppolite
Influenced,https://en.wikipedia.org/wiki/Alain_Badiou,Alain Badiou,Jean Hyppolite
Influenced,https://en.wikipedia.org/wiki/%C3%89tienne_Balibar,tienne Balibar,Jean Hyppolite
Influenced,https://en.wikipedia.org/wiki/Gilles_Deleuze,Gilles Deleuze,Jean Hyppolite
Influenced,https://en.wikipedia.org/wiki/Jacques_Derrida,Jacques Derrida,Jean Hyppolite
Influenced,https://en.wikipedia.org/wiki/Michel_Foucault,Michel Foucault,Jean Hyppolite
Influenced,https://en.wikipedia.org/wiki/G%C3%A9rard_Granel,Grard Granel,Jean Hyppolite
Influences,https://en.wikipedia.org/wiki/Martin_Buber,Martin Buber,Walter Kaufmann philosopher
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Walter Kaufmann philosopher
Influences,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,Friedrich Nietzsche,Walter Kaufmann philosopher
Influences,https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe,Johann Wolfgang von Goethe,Walter Kaufmann philosopher
Influences,https://en.wikipedia.org/wiki/Sigmund_Freud,Sigmund Freud,Walter Kaufmann philosopher
Influences,https://en.wikipedia.org/wiki/S%C3%B8ren_Kierkegaard,Sren Kierkegaard,Walter Kaufmann philosopher
Influences,https://en.wikipedia.org/wiki/Karl_Jaspers,Karl Jaspers,Walter Kaufmann philosopher
Influenced,https://en.wikipedia.org/wiki/Frithjof_Bergmann,Frithjof Bergmann,Walter Kaufmann philosopher
Influenced,https://en.wikipedia.org/wiki/Richard_Schacht,Richard Schacht,Walter Kaufmann philosopher
Influenced,https://en.wikipedia.org/wiki/Ivan_Soll,Ivan Soll,Walter Kaufmann philosopher
Influenced,https://en.wikipedia.org/wiki/Alexander_Nehamas,Alexander Nehamas,Walter Kaufmann philosopher
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Karl Marx
Influences,https://en.wikipedia.org/wiki/Ludwig_Feuerbach,Ludwig Feuerbach,Karl Marx
Influences,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin,Karl Marx
Influences,https://en.wikipedia.org/wiki/Charles_Babbage,Charles Babbage,Karl Marx
Influences,https://en.wikipedia.org/wiki/Aristotle,Aristotle,Karl Marx
Influences,https://en.wikipedia.org/wiki/Epicurus,Epicurus,Karl Marx
Influences,https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau,JeanJacques Rousseau,Karl Marx
Influences,https://en.wikipedia.org/wiki/Baruch_Spinoza,Baruch Spinoza,Karl Marx
Influences,https://en.wikipedia.org/wiki/Jean_Charles_L%C3%A9onard_de_Sismondi,Jean Charles Lonard de Sismondi,Karl Marx
Influences,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_Schulz,Friedrich Wilhelm Schulz,Karl Marx
Influences,https://en.wikipedia.org/wiki/David_Ricardo,David Ricardo,Karl Marx
Influences,https://en.wikipedia.org/wiki/Adam_Smith,Adam Smith,Karl Marx
Influences,https://en.wikipedia.org/wiki/Adam_Ferguson,Adam Ferguson,Karl Marx
Influences,https://en.wikipedia.org/wiki/Friedrich_Engels,Friedrich Engels,Karl Marx
Influences,https://en.wikipedia.org/wiki/Pierre-Joseph_Proudhon,PierreJoseph Proudhon,Karl Marx
Influences,https://en.wikipedia.org/wiki/Constantin_Pecqueur,Constantin Pecqueur,Karl Marx
Influences,https://en.wikipedia.org/wiki/Henri_de_Saint-Simon,Henri de SaintSimon,Karl Marx
Influences,https://en.wikipedia.org/wiki/Robert_Owen,Robert Owen,Karl Marx
Influences,https://en.wikipedia.org/wiki/William_Thompson_(philosopher),William Thompson philosopher,Karl Marx
Influences,https://en.wikipedia.org/wiki/Charles_Fourier,Charles Fourier,Karl Marx
Influences,https://en.wikipedia.org/wiki/Baron_d%27Holbach,Baron dHolbach,Karl Marx
Influences,https://en.wikipedia.org/wiki/Justus_von_Liebig,Justus von Liebig,Karl Marx
Influences,https://en.wikipedia.org/wiki/Ludwig_von_Westphalen,Ludwig von Westphalen,Karl Marx
Influences,https://en.wikipedia.org/wiki/Max_Stirner,Max Stirner,Karl Marx
Influences,https://en.wikipedia.org/wiki/Fran%C3%A7ois-No%C3%ABl_Babeuf,FranoisNol Babeuf,Karl Marx
Influences,https://en.wikipedia.org/wiki/Voltaire,Voltaire,Karl Marx
Influences,https://en.wikipedia.org/wiki/Giambattista_Vico,Giambattista Vico,Karl Marx
Influences,https://en.wikipedia.org/wiki/Maximilien_Robespierre,Maximilien Robespierre,Karl Marx
Influences,https://en.wikipedia.org/wiki/William_Shakespeare,William Shakespeare,Karl Marx
Influences,https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe,Johann Wolfgang von Goethe,Karl Marx
Influences,https://en.wikipedia.org/wiki/Claude_Adrien_Helv%C3%A9tius,Claude Adrien Helvtius,Karl Marx
Influences,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Guizot,Franois Guizot,Karl Marx
Influences,https://en.wikipedia.org/wiki/Moses_Hess,Moses Hess,Karl Marx
Influences,https://en.wikipedia.org/wiki/Victor_Considerant,Victor Considerant,Karl Marx
Influenced,https://en.wikipedia.org/wiki/List_of_Marxists,List of Marxists,Karl Marx
Influences,https://en.wikipedia.org/wiki/Zoroaster,Zoroaster,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Homer,Homer,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Hesiod,Hesiod,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Archilochus,Archilochus,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Theognis_of_Megara,Theognis of Megara,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Milesian_School,Milesian School,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Pindar,Pindar,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Heraclitus,Heraclitus,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Parmenides,Parmenides,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Aeschylus,Aeschylus,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Sophocles,Sophocles,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Euripides,Euripides,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Socrates,Socrates,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Plato,Plato,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Xenophon,Xenophon,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Epicurus,Epicurus,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Thucydides,Thucydides,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Diogenes_La%C3%ABrtius,Diogenes Lartius,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Niccol%C3%B2_Machiavelli,Niccol Machiavelli,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Michel_de_Montaigne,Michel de Montaigne,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Shakespeare,Shakespeare,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/French_Moralists,French Moralists,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Baruch_Spinoza,Baruch Spinoza,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Immanuel_Kant,Immanuel Kant,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Johann_Gottfried_Herder,Johann Gottfried Herder,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Johann_Wolfgang_von_Goethe,Johann Wolfgang von Goethe,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Friedrich_H%C3%B6lderlin,Friedrich Hlderlin,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Georg_Wilhelm_Friedrich_Hegel,Georg Wilhelm Friedrich Hegel,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Stendhal,Stendhal,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Arthur_Schopenhauer,Arthur Schopenhauer,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Ernst_Ortlepp,Ernst Ortlepp,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson,Ralph Waldo Emerson,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Ludwig_Feuerbach,Ludwig Feuerbach,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Charles_Augustin_Sainte-Beuve,Charles Augustin SainteBeuve,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/John_Stuart_Mill,John Stuart Mill,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/David_Strauss,David Strauss,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Charles_Darwin,Charles Darwin,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Alexander_Herzen,Alexander Herzen,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Richard_Wagner,Richard Wagner,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Jacob_Burckhardt,Jacob Burckhardt,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Herbert_Spencer,Herbert Spencer,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Charles_Baudelaire,Charles Baudelaire,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Fyodor_Dostoyevsky,Fyodor Dostoyevsky,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Guy_de_Maupassant,Guy de Maupassant,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Ernest_Renan,Ernest Renan,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Friedrich_Albert_Lange,Friedrich Albert Lange,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Julius_Bahnsen,Julius Bahnsen,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Gustav_Teichm%C3%BCller,Gustav Teichmller,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Afrikan_Spir,Afrikan Spir,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Philipp_Mainl%C3%A4nder,Philipp Mainlnder,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Friedrich_von_Hellwald,Friedrich von Hellwald,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Paul_R%C3%A9e,Paul Re,Friedrich Nietzsche
Influences,https://en.wikipedia.org/wiki/Paul_Bourget,Paul Bourget,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Alfred_Adler,Alfred Adler,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Theodor_Adorno,Theodor Adorno,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/W._H._Auden,W H Auden,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Georges_Bataille,Georges Bataille,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Maurice_Blanchot,Maurice Blanchot,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Georg_Brandes,Georg Brandes,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Martin_Buber,Martin Buber,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Joseph_Campbell,Joseph Campbell,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Albert_Camus,Albert Camus,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Cornelius_Castoriadis,Cornelius Castoriadis,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Emil_Cioran,Emil Cioran,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Gilles_Deleuze,Gilles Deleuze,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Jacques_Derrida,Jacques Derrida,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Michel_Foucault,Michel Foucault,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Knut_Hamsun,Knut Hamsun,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Martin_Heidegger,Martin Heidegger,Friedrich Nietzsche
Influenced,https://en.wikipedia.org/wiki/Muhammad_Iqbal,Muhammad Iqbal,Friedrich Nietzsche
