GEOID	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                       
89510	1685	744	2678695600	479114804	    1034.250	     184.987	 40.081901	-119.612974                                                                                                                    
89511	25011	10788	386019151	30440	     149.043	       0.012	 39.385441	-119.876909                                                                                                                      
89512	25574	11304	16321939	59345	       6.302	       0.023	 39.555870	-119.800887                                                                                                                       
89519	8392	3858	20176090	199839	       7.790	       0.077	 39.480704	-119.857872                                                                                                                        
89521	25716	11137	198606344	881427	      76.682	       0.340	 39.385286	-119.691971                                                                                                                     
89523	31373	14059	48799502	328336	      18.842	       0.127	 39.524320	-119.917297                                                                                                                      
89701	27625	10579	86266815	999025	      33.308	       0.386	 39.130227	-119.725249                                                                                                                      
89702	0	0	486977	0	       0.188	       0.000	 39.159097	-119.735810                                                                                                                                     
89703	9714	4751	65751616	28590	      25.387	       0.011	 39.163819	-119.834819                                                                                                                         
89704	4290	1897	198283064	23146668	      76.558	       8.937	 39.262661	-119.815844                                                                                                                     
89705	4969	2082	111776425	1584587	      43.157	       0.612	 39.111672	-119.860561                                                                                                                      
89706	19510	8871	82078515	120568	      31.691	       0.047	 39.222699	-119.701535                                                                                                                       
89801	23298	9177	4513939571	11494776	    1742.842	       4.438	 41.247991	-115.761405                                                                                                                   
89815	13346	4843	1630404813	4481200	     629.503	       1.730	 40.615333	-115.594252                                                                                                                    
89820	5358	2203	5611198612	3231123	    2166.496	       1.248	 40.411623	-116.977156                                                                                                                     
89821	482	314	949853494	6549799	     366.740	       2.529	 40.495361	-116.468358                                                                                                                        
89822	2513	1100	1495390958	0	     577.374	       0.000	 40.530669	-116.193978                                                                                                                           
89823	273	109	983544995	1204105	     379.749	       0.465	 41.007325	-115.280794                                                                                                                        
89825	1228	651	108914547	117470	      42.052	       0.045	 41.876177	-114.777400                                                                                                                        
89826	42	102	228074740	20822	      88.060	       0.008	 41.890603	-115.385386                                                                                                                           
89828	268	176	337536655	93638	     130.324	       0.036	 40.779688	-115.296463                                                                                                                          
89830	270	224	2024493617	1950678	     781.661	       0.753	 41.269963	-114.286701                                                                                                                       
89831	78	81	542637347	991988	     209.513	       0.383	 41.716264	-116.078505                                                                                                                           
89832	1304	491	343419336	2734219	     132.595	       1.056	 41.980015	-116.158060                                                                                                                       
89833	201	182	1298129242	8257402	     501.211	       3.188	 40.481519	-115.331629                                                                                                                       
89834	126	73	2338193596	3391995	     902.782	       1.310	 41.379983	-116.203471                                                                                                                        
89835	1822	876	6601140462	4202251	    2548.715	       1.622	 41.114501	-114.852524                                                                                                                      
89883	4488	1549	775119298	979030	     299.275	       0.378	 40.848683	-114.156963                                                                                                                       
90001	57110	13788	9071361	0	       3.502	       0.000	 33.974027	-118.249509                                                                                                                            
90002	51223	12598	7930685	0	       3.062	       0.000	 33.949099	-118.246737                                                                                                                            
90003	66266	17127	9197642	403	       3.551	       0.000	 33.964131	-118.272783                                                                                                                          
90004	62180	24278	7894533	0	       3.048	       0.000	 34.076198	-118.310722                                                                                                                            
90005	37681	16345	2807559	0	       1.084	       0.000	 34.059163	-118.306892                                                                                                                            
90006	59185	20332	4972248	0	       1.920	       0.000	 34.048041	-118.294177                                                                                                                            
90007	40920	12762	6387018	0	       2.466	       0.000	 34.028133	-118.284828                                                                                                                            
90008	32327	15006	9513430	68544	       3.673	       0.026	 34.009552	-118.346724                                                                                                                        
90010	3800	2382	1184445	0	       0.457	       0.000	 34.062148	-118.315889                                                                                                                              
90011	103892	23547	11100424	529	       4.286	       0.000	 34.007090	-118.258681                                                                                                                        
90012	31103	11370	8375660	152963	       3.234	       0.059	 34.065875	-118.238728                                                                                                                       
90013	11772	7516	1737681	36081	       0.671	       0.014	 34.045405	-118.240454                                                                                                                         
90014	7005	4990	733437	0	       0.283	       0.000	 34.043146	-118.251746                                                                                                                               
90015	18986	8245	4430188	0	       1.711	       0.000	 34.039378	-118.266299                                                                                                                             
90016	47596	17204	9393921	8288	       3.627	       0.003	 34.028331	-118.354338                                                                                                                         
90017	23768	10610	1881077	0	       0.726	       0.000	 34.052913	-118.264340                                                                                                                            
90018	49310	16658	7500313	0	       2.896	       0.000	 34.028887	-118.317183                                                                                                                            
90019	64458	25116	10070053	10609	       3.888	       0.004	 34.049841	-118.338460                                                                                                                       
90020	38967	17900	2927480	0	       1.130	       0.000	 34.066379	-118.309870                                                                                                                            
90021	3951	1761	5362540	72704	       2.070	       0.028	 34.029036	-118.237870                                                                                                                          
90022	67179	17713	11346604	11013	       4.381	       0.004	 34.023728	-118.156275                                                                                                                       
90023	45903	11259	10941450	89434	       4.225	       0.035	 34.022502	-118.199613                                                                                                                       
90024	47452	19932	7608226	0	       2.938	       0.000	 34.065729	-118.434999                                                                                                                            
90025	42147	23058	6655173	3878	       2.570	       0.001	 34.045360	-118.445818                                                                                                                         
90026	67869	26686	10942889	220946	       4.225	       0.085	 34.080017	-118.262643                                                                                                                      
90027	45151	23390	21402832	269094	       8.264	       0.104	 34.127194	-118.295647                                                                                                                      
90028	28714	17126	3947880	0	       1.524	       0.000	 34.099912	-118.326912                                                                                                                            
90029	38617	14723	3526895	0	       1.362	       0.000	 34.089848	-118.294661                                                                                                                            
90031	39316	11903	8945994	202984	       3.454	       0.078	 34.085807	-118.206617                                                                                                                       
90032	45786	13521	12347050	28686	       4.767	       0.011	 34.078195	-118.185497                                                                                                                       
90033	48852	13690	8461294	74288	       3.267	       0.029	 34.050380	-118.211991                                                                                                                        
90034	57964	27210	8062311	22896	       3.113	       0.009	 34.030578	-118.399613                                                                                                                        
90035	28418	14030	5330221	0	       2.058	       0.000	 34.051809	-118.383674                                                                                                                            
90036	36865	19920	6398643	3300	       2.471	       0.001	 34.070410	-118.350411                                                                                                                         
90037	62276	17192	7351184	0	       2.838	       0.000	 34.002723	-118.287487                                                                                                                            
90038	28917	12812	4057211	3325	       1.566	       0.001	 34.088475	-118.325527                                                                                                                         
90039	28514	12127	9764431	514302	       3.770	       0.199	 34.111525	-118.260552                                                                                                                       
90040	12520	3397	14454795	2782	       5.581	       0.001	 33.994524	-118.149953                                                                                                                         
90041	27425	9998	9352825	30513	       3.611	       0.012	 34.137412	-118.207607                                                                                                                         
90042	62430	21018	12027396	84278	       4.644	       0.033	 34.114708	-118.192098                                                                                                                       
90043	44789	17172	10705820	2585	       4.134	       0.001	 33.988505	-118.336358                                                                                                                        
90044	89779	27479	13303825	0	       5.137	       0.000	 33.952724	-118.291904                                                                                                                           
90045	39480	16127	27779045	779	      10.726	       0.000	 33.942108	-118.417488                                                                                                                         
90046	48581	30688	14970999	3009	       5.780	       0.001	 34.108455	-118.362081                                                                                                                        
90047	48606	17150	12251863	472	       4.730	       0.000	 33.953617	-118.308428                                                                                                                         
90048	21397	12939	4882696	0	       1.885	       0.000	 34.072924	-118.372710                                                                                                                            
90049	35482	18097	38905061	1371	      15.021	       0.001	 34.091829	-118.491244                                                                                                                        
90056	7827	3518	4090954	0	       1.580	       0.000	 33.988047	-118.370361                                                                                                                              
90057	44998	17247	2293706	34211	       0.886	       0.013	 34.061735	-118.276757                                                                                                                        
90058	3223	921	15042486	590699	       5.808	       0.228	 34.002844	-118.216400                                                                                                                         
90059	40952	10617	8581870	42500	       3.313	       0.016	 33.926262	-118.249883                                                                                                                        
90061	26872	7385	6895207	1362	       2.662	       0.001	 33.921280	-118.274186                                                                                                                          
90062	32821	9795	5008337	0	       1.934	       0.000	 34.003638	-118.308806                                                                                                                             
90063	55758	14012	8476100	0	       3.273	       0.000	 34.045105	-118.185914                                                                                                                            
90064	25403	11540	10360459	3034	       4.000	       0.001	 34.037251	-118.423573                                                                                                                        
90065	45527	15288	13671567	2611	       5.279	       0.001	 34.112272	-118.225496                                                                                                                        
90066	55277	25319	12746971	143777	       4.922	       0.056	 34.002028	-118.430656                                                                                                                      
90067	2424	1808	849895	0	       0.328	       0.000	 34.057597	-118.413998                                                                                                                               
90068	22286	13901	19731266	470986	       7.618	       0.182	 34.129772	-118.330989                                                                                                                      
90069	20483	14781	5475785	0	       2.114	       0.000	 34.093828	-118.381697                                                                                                                            
90071	15	0	319155	0	       0.123	       0.000	 34.052876	-118.254943                                                                                                                                    
90073	539	4	877374	0	       0.339	       0.000	 34.054533	-118.457030                                                                                                                                   
90077	9377	3888	18985951	350034	       7.331	       0.135	 34.108537	-118.457081                                                                                                                        
90079	0	0	25585	0	       0.010	       0.000	 34.040587	-118.255404                                                                                                                                      
90089	3217	31	742759	0	       0.287	       0.000	 34.020221	-118.286035                                                                                                                                 
90090	0	0	599380	0	       0.231	       0.000	 34.072862	-118.240989                                                                                                                                     
90094	5464	3168	1582611	0	       0.611	       0.000	 33.975416	-118.416989                                                                                                                              
90095	3	2	1023532	0	       0.395	       0.000	 34.071312	-118.443545                                                                                                                                    
90201	101279	24940	15375409	294865	       5.936	       0.114	 33.970343	-118.171368                                                                                                                     
90210	21741	9563	26226245	157100	      10.126	       0.061	 34.102630	-118.415972                                                                                                                       
90211	8434	4052	1813980	0	       0.700	       0.000	 34.064958	-118.382979                                                                                                                              
90212	11555	6170	2474163	0	       0.955	       0.000	 34.062210	-118.401966                                                                                                                             
90220	49328	13498	17898040	94403	       6.910	       0.036	 33.881510	-118.234451                                                                                                                       
90221	53704	12368	13809565	265392	       5.332	       0.102	 33.885624	-118.205918                                                                                                                      
90222	31869	8026	6621871	70892	       2.557	       0.027	 33.912246	-118.236773                                                                                                                         
90230	31766	13344	11672688	113071	       4.507	       0.044	 33.998213	-118.394059                                                                                                                      
90232	15149	6944	5454835	35214	       2.106	       0.014	 34.019323	-118.391902                                                                                                                         
90240	25876	7991	7624869	183658	       2.944	       0.071	 33.955729	-118.118346                                                                                                                        
90241	42399	14316	12758123	171073	       4.926	       0.066	 33.940884	-118.128628                                                                                                                      
90242	43497	13294	11785986	59544	       4.551	       0.023	 33.921793	-118.140588                                                                                                                       
90245	16654	7410	14148053	994041	       5.463	       0.384	 33.917140	-118.404267                                                                                                                       
90247	47487	16620	9723269	10850	       3.754	       0.004	 33.890853	-118.297967                                                                                                                        
90248	9947	3573	12155495	242901	       4.693	       0.094	 33.876482	-118.284077                                                                                                                        
90249	26669	9214	7712765	79771	       2.978	       0.031	 33.901390	-118.315697                                                                                                                         
90250	93193	32600	17340185	35695	       6.695	       0.014	 33.914775	-118.348083                                                                                                                       
90254	19506	10162	3697139	1540929	       1.427	       0.595	 33.864259	-118.399303                                                                                                                      
90255	75066	19118	9629884	8372	       3.718	       0.003	 33.978030	-118.217141                                                                                                                         
90260	34924	10879	6941367	48968	       2.680	       0.019	 33.888560	-118.351813                                                                                                                        
90262	69745	15266	12517493	186079	       4.833	       0.072	 33.923533	-118.200705                                                                                                                      
90263	1612	0	585126	0	       0.226	       0.000	 34.039034	-118.707992                                                                                                                                  
90265	18116	9033	279184812	18856260	     107.794	       7.280	 34.066117	-118.846342                                                                                                                    
90266	35135	14929	10194994	1901158	       3.936	       0.734	 33.889151	-118.402127                                                                                                                     
90270	27372	6761	3267832	78552	       1.262	       0.030	 33.987729	-118.186597                                                                                                                         
90272	22986	9815	59133992	1423894	      22.832	       0.550	 34.087460	-118.544232                                                                                                                      
90274	25209	9941	31002843	2631966	      11.970	       1.016	 33.780065	-118.372454                                                                                                                      
90275	41804	16236	35004660	8398187	      13.515	       3.243	 33.753146	-118.367459                                                                                                                     
90277	35293	18062	9279695	3503183	       3.583	       1.353	 33.830006	-118.387124                                                                                                                      
90278	40071	16655	9333177	0	       3.604	       0.000	 33.873214	-118.370359                                                                                                                            
90280	94396	24160	18920058	302730	       7.305	       0.117	 33.944159	-118.192761                                                                                                                      
90290	6368	2867	51935407	24096	      20.052	       0.009	 34.107728	-118.615981                                                                                                                         
90291	28341	16212	6462163	873010	       2.495	       0.337	 33.993396	-118.465193                                                                                                                       
90292	21576	14585	5280289	2851541	       2.039	       1.101	 33.979007	-118.457852                                                                                                                      
90293	12132	6968	7420242	3984738	       2.865	       1.539	 33.947305	-118.439841                                                                                                                       
90301	36568	12565	6416784	0	       2.478	       0.000	 33.956526	-118.358653                                                                                                                            
90302	29415	11431	4903281	2993	       1.893	       0.001	 33.975332	-118.355252                                                                                                                         
90303	26176	7646	5745894	46436	       2.219	       0.018	 33.939766	-118.331085                                                                                                                         
90304	28210	6946	4057527	0	       1.567	       0.000	 33.937887	-118.358559                                                                                                                             
90305	14853	6166	6006924	16215	       2.319	       0.006	 33.958890	-118.330548                                                                                                                         
90401	6722	4682	2199166	439378	       0.849	       0.170	 34.013666	-118.493750                                                                                                                         
90402	12250	5945	5189913	326900	       2.004	       0.126	 34.034666	-118.504039                                                                                                                        
90403	24525	15172	3697303	247223	       1.428	       0.095	 34.030755	-118.492101                                                                                                                       
90404	21360	10865	5159382	0	       1.992	       0.000	 34.026608	-118.473643                                                                                                                            
90405	27186	15370	6854633	456199	       2.647	       0.176	 34.011167	-118.469630                                                                                                                       
90501	43180	15364	14565670	102000	       5.624	       0.039	 33.833744	-118.314022                                                                                                                      
90502	18010	5939	5788343	33314	       2.235	       0.013	 33.833181	-118.292062                                                                                                                         
90503	44383	17948	13719607	24366	       5.297	       0.009	 33.840399	-118.353714                                                                                                                       
90504	32102	11986	11527566	44410	       4.451	       0.017	 33.867257	-118.330794                                                                                                                       
90505	36678	14846	15007286	30480	       5.794	       0.012	 33.807882	-118.347957                                                                                                                       
90506	0	0	407877	5736	       0.157	       0.002	 33.884696	-118.329998                                                                                                                                  
90601	31974	11549	29388881	640939	      11.347	       0.247	 34.007840	-118.030271                                                                                                                      
90602	25777	8451	9610146	7160	       3.710	       0.003	 33.972232	-118.022557                                                                                                                          
90603	20063	7007	8469076	8049	       3.270	       0.003	 33.945318	-117.992066                                                                                                                          
90604	39407	12326	11036745	10788	       4.261	       0.004	 33.929704	-118.012080                                                                                                                       
90605	40331	10897	14638491	23105	       5.652	       0.009	 33.950295	-118.024352                                                                                                                       
90606	32396	8931	9797979	218730	       3.783	       0.084	 33.977272	-118.066363                                                                                                                        
90620	45113	13680	16553642	23123	       6.391	       0.009	 33.846302	-118.012225                                                                                                                       
90621	35153	10803	10728187	52196	       4.142	       0.020	 33.874224	-117.993368                                                                                                                       
90623	15554	5215	4694270	62515	       1.812	       0.024	 33.850504	-118.039892                                                                                                                         
90630	47993	16204	15864796	23874	       6.125	       0.009	 33.818477	-118.038307                                                                                                                       
90631	67619	22497	36010789	23068	      13.904	       0.009	 33.942708	-117.952483                                                                                                                       
90638	49012	15236	20417024	44920	       7.883	       0.017	 33.902045	-118.008961                                                                                                                       
90640	62549	19785	21990769	104151	       8.491	       0.040	 34.015444	-118.111012                                                                                                                      
90650	105549	28083	25403321	101814	       9.808	       0.039	 33.906956	-118.082640                                                                                                                     
90660	62928	17106	20071601	1269051	       7.750	       0.490	 33.989524	-118.089299                                                                                                                     
90670	14866	4616	21918115	103215	       8.463	       0.040	 33.933565	-118.062611                                                                                                                       
90680	29945	8848	6981102	0	       2.695	       0.000	 33.801178	-117.994901                                                                                                                             
90701	16591	4715	4221723	0	       1.630	       0.000	 33.867600	-118.080612                                                                                                                             
90703	49399	15946	22740186	339195	       8.780	       0.131	 33.868049	-118.069208                                                                                                                      
90704	4090	2481	193719023	567980272	      74.795	     219.298	 33.397729	-118.441282                                                                                                                    
90706	76615	24896	15819961	138179	       6.108	       0.053	 33.887821	-118.127250                                                                                                                      
90710	25457	9061	6106901	1884	       2.358	       0.001	 33.799904	-118.298661                                                                                                                          
90712	31499	11155	11101330	53623	       4.286	       0.021	 33.849034	-118.147902                                                                                                                       
90713	27925	9711	8790089	0	       3.394	       0.000	 33.847989	-118.112601                                                                                                                             
90715	20388	6406	4404198	111321	       1.700	       0.043	 33.841027	-118.079141                                                                                                                        
90716	14184	3652	2411559	27038	       0.931	       0.010	 33.830457	-118.072639                                                                                                                         
90717	21318	8887	5128003	0	       1.980	       0.000	 33.793809	-118.317170                                                                                                                             
90720	21751	8010	15868153	170236	       6.127	       0.066	 33.795012	-118.062692                                                                                                                       
90723	54099	14572	12133919	208699	       4.685	       0.081	 33.898883	-118.166629                                                                                                                      
90731	59662	23914	23803092	16677998	       9.190	       6.439	 33.731442	-118.278869                                                                                                                    
90732	21115	9250	8903149	957706	       3.438	       0.370	 33.742120	-118.312878                                                                                                                        
90740	23729	14303	22725811	1968775	       8.774	       0.760	 33.758405	-118.075043                                                                                                                     
90742	831	556	478557	914860	       0.185	       0.353	 33.716666	-118.076906                                                                                                                            
90743	456	256	214434	1128083	       0.083	       0.436	 33.726516	-118.090327                                                                                                                           
90744	53815	14684	21593280	2964288	       8.337	       1.145	 33.779284	-118.261723                                                                                                                     
90745	57251	15680	21498764	181023	       8.301	       0.070	 33.821605	-118.264112                                                                                                                      
90746	25990	8271	15106706	64767	       5.833	       0.025	 33.859171	-118.252272                                                                                                                        
90747	0	0	16629	0	       0.006	       0.000	 33.862900	-118.251318                                                                                                                                      
90755	11074	4404	5644694	4445	       2.179	       0.002	 33.803448	-118.168135                                                                                                                          
90802	39347	23071	16791357	21909872	       6.483	       8.459	 33.745762	-118.208042                                                                                                                    
90803	32031	18682	10353507	10867846	       3.998	       4.196	 33.756289	-118.130636                                                                                                                    
90804	40311	15792	5477388	2503	       2.115	       0.001	 33.781686	-118.148365                                                                                                                         
90805	93524	27646	19085334	428897	       7.369	       0.166	 33.864617	-118.180567                                                                                                                      
90806	42399	13072	8908246	282644	       3.439	       0.109	 33.805640	-118.188596                                                                                                                       
90807	31481	13256	15124348	97995	       5.840	       0.038	 33.827740	-118.174820                                                                                                                       
90808	38232	14567	17783214	254806	       6.866	       0.098	 33.823943	-118.111335                                                                                                                      
90810	36735	9709	17342372	535649	       6.696	       0.207	 33.819814	-118.222416                                                                                                                       
90813	58911	17896	8310405	242358	       3.209	       0.094	 33.782259	-118.196793                                                                                                                       
90814	19131	9808	3508606	0	       1.355	       0.000	 33.771616	-118.143631                                                                                                                             
90815	39733	15409	18446263	468071	       7.122	       0.181	 33.794348	-118.116391                                                                                                                      
90822	117	4	420836	0	       0.162	       0.000	 33.778436	-118.118648                                                                                                                                   
90831	0	0	107540	0	       0.042	       0.000	 33.768338	-118.201639                                                                                                                                     
91001	36126	13285	21421337	42669	       8.271	       0.016	 34.195275	-118.137227                                                                                                                       
91006	31715	11142	16364902	341659	       6.319	       0.132	 34.136258	-118.026704                                                                                                                      
91007	34095	12750	14395473	13098	       5.558	       0.005	 34.128284	-118.047732                                                                                                                       
91008	1391	640	5242985	3236	       2.024	       0.001	 34.153159	-117.968818                                                                                                                            
91010	26074	8256	18234461	113263	       7.040	       0.044	 34.141586	-117.957627                                                                                                                       
91011	20280	7099	30703806	48850	      11.855	       0.019	 34.222261	-118.205369                                                                                                                        
91016	40598	15781	21978603	228869	       8.486	       0.088	 34.152800	-118.000482                                                                                                                      
91020	8415	3586	1948563	0	       0.752	       0.000	 34.211341	-118.230652                                                                                                                              
91024	10917	5113	7646972	11543	       2.953	       0.004	 34.168771	-118.050216                                                                                                                         
91030	25616	11116	8833647	31324	       3.411	       0.012	 34.108957	-118.156615                                                                                                                        
91040	20372	7732	21244063	13753	       8.202	       0.005	 34.261962	-118.336078                                                                                                                        
91042	27585	10534	129196196	154741	      49.883	       0.060	 34.322220	-118.237917                                                                                                                     
91046	156	118	25915	0	       0.010	       0.000	 34.211452	-118.241036                                                                                                                                  
91101	20460	11873	3430898	0	       1.325	       0.000	 34.146671	-118.139456                                                                                                                            
91103	27480	9076	13896598	158268	       5.366	       0.061	 34.169538	-118.164941                                                                                                                       
91104	36751	13670	9849391	11657	       3.803	       0.005	 34.165383	-118.123752                                                                                                                        
91105	11254	5704	9566884	53222	       3.694	       0.021	 34.139460	-118.166649                                                                                                                         
91106	24229	11742	7643112	3083	       2.951	       0.001	 34.139402	-118.128658                                                                                                                         
91107	32940	13763	21287664	200339	       8.219	       0.077	 34.156397	-118.085873                                                                                                                      
91108	13361	4562	9872619	19635	       3.812	       0.008	 34.122671	-118.112911                                                                                                                         
91201	22781	8590	6116160	27486	       2.361	       0.011	 34.170510	-118.289463                                                                                                                         
91202	22830	9297	5308492	21409	       2.050	       0.008	 34.167926	-118.267539                                                                                                                         
91203	13220	5407	2119997	7369	       0.819	       0.003	 34.153338	-118.262974                                                                                                                          
91204	16032	5969	2911130	0	       1.124	       0.000	 34.136194	-118.260934                                                                                                                             
91205	37810	14899	4897491	853	       1.891	       0.000	 34.136580	-118.245839                                                                                                                          
