Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure
05/06/2020,03/16/2020,05/21/2020,"Darden Restaurants,m Inc.",Vacaville,Solano County,246,Layoff Temporary
05/06/2020,03/16/2020,05/21/2020,"Darden Restaurants, Inc. - Olive Garden",Yuba City,Sutter County,146,Layoff Temporary
05/06/2020,03/16/2020,05/21/2020,"Darden Restaurants, Inc. - Olive Garden",Visalia,Tulare County,137,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #161,Emeryville,Alameda County,53,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #179,Fresno,Fresno County,58,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #173,Long Beach,Los Angeles County,54,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #164,Santa Monica,Los Angeles County,48,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #141,Long Beach,Los Angeles County,56,Closure Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #155,Los Angeles,Los Angeles County,67,Layoff Temporary
04/09/2020,04/09/2020,05/20/2020,Maritz,Torrance,Los Angeles County,10,Layoff Temporary
03/31/2020,03/31/2020,05/20/2020,Center Acura,Van Nuys,Los Angeles County,14,Layoff Temporary
03/31/2020,03/31/2020,05/20/2020,Center BMW,Van Nuys,Los Angeles County,56,Layoff Temporary
03/31/2020,03/31/2020,05/20/2020,NOARUS INVESTMENTS DBA AIRPORT MARINA HONDA,Los Angeles,Los Angeles County,26,Layoff Temporary
03/31/2020,04/03/2020,05/20/2020,"Capital Textile Group, Inc.",Carson,Los Angeles County,35,Layoff Temporary
05/08/2020,03/16/2020,05/20/2020,"Foto-Kem Industries, Inc.",Burbank,Los Angeles County,371,Layoff Temporary
05/08/2020,03/16/2020,05/20/2020,"Foto-Kem Industries, Inc.",Los Angeles,Los Angeles County,23,Layoff Temporary
05/08/2020,03/16/2020,05/20/2020,"Foto-Kem Industries, Inc.",Santa Monica,Los Angeles County,7,Layoff Temporary
03/31/2020,03/31/2020,05/20/2020,"BUCA, Inc. dba Buca di Beppo",Huntington Beach,Orange County,71,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #170,Brea,Orange County,63,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #152,Tustin,Orange County,67,Layoff Temporary
03/31/2020,03/31/2020,05/20/2020,Buca di Beppo,Roseville,Placer County,63,Closure Temporary
03/31/2020,03/31/2020,05/20/2020,SCHOLASTIC,Sacramento,Sacramento County,25,Layoff Temporary
03/26/2020,03/26/2020,05/20/2020,"CALERES, INC",Chino,San Bernardino County,199,Layoff Temporary
03/24/2020,03/30/2020,05/20/2020,"Relentless Pursuit Enterprises, Inc. dba Lexus San Diego",San Diego,San Diego County,71,Layoff Temporary
03/24/2020,03/30/2020,05/20/2020,"GMG Motors, Inc. dba BMW of San Diego and Mini of San Diego",San Diego,San Diego County,90,Layoff Temporary
03/24/2020,03/30/2020,05/20/2020,"KMT/UAG, Inc. dba Kearny Mesa Toyota",San Diego,San Diego County,72,Layoff Temporary
03/31/2020,03/18/2020,05/20/2020,SCHOLASTIC BOOK FAIRS,San Diego,San Diego County,17,Layoff Temporary
03/30/2020,04/01/2020,05/20/2020,"Thumbtack, Inc.",San Francisco,San Francisco County,129,Layoff Permanent
03/24/2020,03/17/2020,05/20/2020,TCTSF Ventures LLC dba European Wax Center,San Francisco,San Francisco County,24,Layoff Temporary
03/24/2020,03/30/2020,05/20/2020,"Peter Pan Motors, Inc. dba Peter Pan BMW",San Mateo,San Mateo County,50,Layoff Temporary
03/24/2020,03/30/2020,05/20/2020,"UAG Capitol, Inc. dba Capitol Honda",San Jose,Santa Clara County,84,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen (CPK) at Store #156,Santa Clara,Santa Clara County,68,Layoff Temporary
03/26/2020,03/22/2020,05/20/2020,California Pizza Kitchen,Palo Alto,Santa Clara County,66,Layoff Temporary
03/26/2020,03/22/2020,05/20/2020,California Pizza Kitchen,Santa Clara,Santa Clara County,57,Layoff Temporary
03/31/2020,03/31/2020,05/20/2020,643 EMERSON ST PALO ALTO,Palo Alto,Santa Clara County,76,Layoff Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen - CPK,Simi Valley,Ventura County,60,Closure Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen - CPK,Thousand Oaks,Ventura County,58,Closure Temporary
03/26/2020,03/18/2020,05/20/2020,California Pizza Kitchen - CPK,Ventura,Ventura County,51,Closure Temporary
03/31/2020,03/31/2020,05/20/2020,Urbane Cafe,Thousand Oaks,Ventura County,11,Layoff Temporary
03/31/2020,03/31/2020,05/20/2020,Urbane Cafe,Ventura,Ventura County,5,Layoff Temporary
03/25/2020,03/23/2020,05/20/2020,Walters & Wolf Interiors,Fremont,Alameda County,142,Layoff Temporary
03/25/2020,03/23/2020,05/20/2020,Walters & Wolf Precast,Fremont,Alameda County,66,Layoff Temporary
03/24/2020,03/30/2020,05/20/2020,Sportsmen's Lodge,Studio City,Los Angeles County,1,Layoff Temporary
03/24/2020,03/30/2020,05/20/2020,"Europa Auto Imports, Inc. dba Mercedes-Benz of San Diego and Penske
Automotive Collision Center",San Diego,San Diego County,108,Layoff Temporary
04/16/2020,06/20/2020,05/20/2020,Cathay Pacific Airways Ltd.,San Francisco,San Francisco County,102,Layoff Permanent
03/25/2020,03/27/2020,05/20/2020,Hotel DeAnza,San Jose,Santa Clara County,57,Layoff Temporary
03/24/2020,03/31/2020,05/20/2020,"UAG Stevens Creek II, Inc. DBA Audi Stevens Creek",San Jose,Santa Clara County,78,Layoff Temporary
05/06/2020,03/16/2020,05/20/2020,"Darden Restaurants, Inc. - Yard House",Concord,Contra Costa County,256,Layoff Temporary
05/06/2020,03/16/2020,05/20/2020,"Darden Restaurants, Inc. Olive Garden",Clovis,Fresno County,422,Layoff Temporary
03/20/2020,03/20/2020,05/20/2020,HMSHost at Fresno Airport,Fresno,Fresno County,49,Layoff Temporary
03/28/2020,03/31/2020,05/20/2020,Bill WrightToyota,Bakersfield,Kern County,87,Layoff Temporary
04/02/2020,04/06/2020,05/20/2020,"Consolidated Entertainment Group Inc. dba Reading Cinemas Valley
Plaza",Bakersfield,Kern County,65,Layoff Temporary
03/30/2020,04/01/2020,05/20/2020,"El Monte Automotive Group, LLC dba Longo Lexus",El Monte,Los Angeles County,130,Layoff Temporary
05/06/2020,03/16/2020,05/20/2020,"Darden Restaurants, Inc. -Olive Garden",Cerritos,Los Angeles County,331,Layoff Temporary
05/06/2020,03/16/2020,05/20/2020,"Darden Restaurant, Inc. - Olive Garden-Yard House",Burbank,Los Angeles County,377,Layoff Temporary
05/06/2020,,05/20/2020,"Darden Restaurants, Inc. -",Chatsworth,Los Angeles County,702,Layoff Temporary
05/06/2020,03/16/2020,05/20/2020,"Daeden Restaurant, Inc. - Yard House",Long Beach,Los Angeles County,173,Layoff Temporary
03/16/2020,03/16/2020,05/20/2020,"Darden Restaurants, - Yard House",Pasadena,Los Angeles County,120,Layoff Temporary
03/23/2020,03/23/2020,05/20/2020,FAB 4 LLC dba Russell Westbrook CDJR of Van Nuys,Van Nuys,Los Angeles County,58,Layoff Temporary
03/23/2020,03/16/2020,05/20/2020,"Great Lake Restaurants I, LLC. dba Smitty's Grill",Pasadena,Los Angeles County,44,Layoff Temporary
03/23/2020,03/16/2020,05/20/2020,Perfections Food Service Corporation DBA Parkway Grill,Pasadena,Los Angeles County,52,Layoff Temporary
03/26/2020,03/26/2020,05/20/2020,Homewood Suites Redondo Beach,Redondo Beach,Los Angeles County,30,Layoff Temporary
03/30/2020,04/01/2020,05/20/2020,"PRI Automotive, LLC DBA Mercedes-Benz of Marin",San Rafael,Marin County,51,Layoff Temporary
04/02/2020,04/06/2020,05/20/2020,"Consolidated Entertainment Group Inc. dba Reading Cinemas - Cal Oaks
Plaza",Murrieta,Riverside County,122,Layoff Temporary
03/19/2020,03/19/2020,05/20/2020,"Suburban Motors, Inc. dba Future Ford of Sacramento",Sacramento,Sacramento County,74,Layoff Temporary
04/20/2020,04/20/2020,05/20/2020,Coronado AV Guys LLC,Coronado,San Diego County,2,Closure Unknown at this time
03/26/2020,03/27/2020,05/20/2020,InterContinental Mark Hopkins San Francisco,San Francisco,San Francisco County,255,Layoff Temporary
05/06/2020,03/17/2020,05/20/2020,Boyett Construction Inc,South San Francisco,San Mateo County,32,Layoff Temporary
03/26/2020,03/17/2020,05/20/2020,Bayshore Motor Group dba Toyota 101,Redwood City,San Mateo County,51,Layoff Temporary
03/30/2020,03/17/2020,05/20/2020,BACK OF THE HOUSE DBA SUPER DUPER,Los Gatos,Santa Clara County,30,Layoff Temporary
03/30/2020,04/01/2020,05/20/2020,"S J Automotive, LLC dba Lexus of Stevens Creek",San Jose,Santa Clara County,30,Layoff Temporary
03/30/2020,04/01/2020,05/20/2020,"S J Automotive, LLC dba Lexus of Stevens Creek",Santa Clara,Santa Clara County,122,Layoff Temporary
03/23/2020,03/31/2020,05/19/2020,"Andersen America, Inc.",Hayward,Alameda County,193,Closure Permanent
03/31/2020,05/31/2020,05/19/2020,ITRenew,Newark,Alameda County,97,Closure Permanent
03/24/2020,03/24/2020,05/19/2020,"Pizza my Heart, Inc.",Walnut Creek,Contra Costa County,4,Layoff Temporary
04/06/2020,04/04/2020,05/19/2020,Heavenly Ski Resort,South Lake Tahoe,El Dorado County,137,Layoff Temporary
05/07/2020,05/06/2020,05/19/2020,Central California Conference of Seventh-day Adventist (SCR),Clovis,Fresno County,12,Closure Permanent
05/07/2020,05/06/2020,05/19/2020,Central California Conference of Seventh-day Adventist (SFO),Clovis,Fresno County,3,Closure Permanent
05/07/2020,05/06/2020,05/19/2020,Central California Conference of Seventh-day Adventist (STN),Clovis,Fresno County,16,Closure Permanent
05/07/2020,05/06/2020,05/19/2020,Central California Conference of Seventh-day Adventists (Fresno),Clovis,Fresno County,10,Closure Permanent
03/26/2020,03/26/2020,05/19/2020,Caleres Inc. Distribution Center,Lebec,Kern County,92,Layoff Permanent
03/27/2020,03/16/2020,05/19/2020,SBE dba Katsuya,Glendale,Los Angeles County,85,Layoff Temporary
03/27/2020,03/16/2020,05/19/2020,SBE dba Katsuya,Los Angeles,Los Angeles County,171,Layoff Temporary
03/30/2020,03/23/2020,05/19/2020,Beauty & Essex,Los Angeles,Los Angeles County,87,Layoff Temporary
03/30/2020,03/23/2020,05/19/2020,"Selma Restaurant, LLC dba TAO LA",Los Angeles,Los Angeles County,166,Layoff Temporary
03/25/2020,04/01/2020,05/19/2020,"HotelCrafters Hollywood LLC dba The Standard, Hollywood",West Hollywood,Los Angeles County,121,Layoff Temporary
03/25/2020,04/01/2020,05/19/2020,"HotelCrafters LA LLC DBA The Standard, Downtown LA",Los Angeles,Los Angeles County,184,Layoff Unknown at this time
03/24/2020,03/26/2020,05/19/2020,"Frida Restaurant Americana LLC,",Glendale,Los Angeles County,94,Closure Unknown at this time
03/24/2020,03/27/2020,05/19/2020,"Sea View Restaurants, Inc. dba Gladstones",Pacific Palisades,Los Angeles County,84,Closure Temporary
03/20/2020,03/23/2020,05/19/2020,MASTERPIECE ART GALLERY,Los Angeles,Los Angeles County,60,Layoff Permanent
03/20/2020,03/20/2020,05/19/2020,INSTA GRAPHIC SYSTEMS,Cerritos,Los Angeles County,49,Layoff Temporary
03/20/2020,03/16/2020,05/19/2020,SPROUT JK WAFFLE DBA VESPERTINE,Culver City,Los Angeles County,32,Layoff Temporary
03/20/2020,03/16/2020,05/19/2020,SPROUT SANTA FE CAFE DBA BON TEMPS,Los Angeles,Los Angeles County,51,Layoff Temporary
03/18/2020,03/15/2020,05/19/2020,Amoroso Limited Partnership dba AOC,Los Angeles,Los Angeles County,74,Layoff Temporary
03/19/2020,03/14/2020,05/19/2020,Cote West Limited Partnership dba Tavern,Los Angeles,Los Angeles County,85,Layoff Temporary
03/19/2020,03/14/2020,05/19/2020,"THE CALIFORNIA COMMERCE CLUB DBA THE COMMERCE CASUNO
& HOTEL",Los Angeles,Los Angeles County,1884,Closure Temporary
04/28/2020,03/23/2020,05/19/2020,Century West BMW,North Hollywood,Los Angeles County,105,Layoff Temporary
04/09/2020,04/09/2020,05/19/2020,Shultz Steel Company,South Gate,Los Angeles County,101,Layoff Permanent
03/30/2020,04/01/2020,05/19/2020,Reneson Hotels Inc. dba Best Western Plus Novato Oaks Inn,Novato,Marin County,49,Layoff Temporary
03/30/2020,04/01/2020,05/19/2020,Reneson Hotels Inc. dba Hilton Garden Inn,Napa,Napa County,39,Layoff Temporary
03/31/2020,03/31/2020,05/19/2020,"BUCA, Inc. DBA Buca di Beppo",Brea,Orange County,75,Layoff Temporary
03/27/2020,03/27/2020,05/19/2020,SBE,Anaheim,Orange County,39,Layoff Temporary
03/25/2020,04/01/2020,05/19/2020,HotelCrafters Laguna LLC dba Laguna Riviera,Laguna Beach,Orange County,10,Layoff Temporary
03/24/2020,03/24/2020,05/19/2020,FUTURE FOAM,FULLERTON,Orange County,98,Layoff Unknown at this time
03/27/2020,05/13/2020,05/19/2020,YMCA of Sacramento,Sacramento,Sacramento County,109,Layoff Temporary
03/24/2020,03/24/2020,05/19/2020,"High Desert Autos, Inc. dba Valley HI KIA",Victorville,San Bernardino County,24,Layoff Temporary
03/24/2020,03/24/2020,05/19/2020,"VAHI, Inc dba Valley HI Toyota",Victorville,San Bernardino County,61,Layoff Temporary
03/27/2020,04/06/2020,05/19/2020,Hartwell Corporation,Rancho Cucamonga,San Bernardino County,66,Layoff Temporary
03/27/2020,03/26/2020,05/19/2020,Lamps Plus,Redlands,San Bernardino County,3,Layoff Permanent
03/27/2020,03/17/2020,05/19/2020,Harkins Theatres-Mountain Grove 16 Theatre,Redlands,San Bernardino County,127,Layoff Temporary
03/27/2020,03/24/2020,05/19/2020,Cinepolis,Carlsbad,San Diego County,58,Layoff Temporary
03/30/2020,03/30/2020,05/19/2020,Cinepolis,Vista,San Diego County,35,Layoff Temporary
03/23/2020,03/23/2020,05/19/2020,"Fargo Colonial, LLC dba Grande Colonial",La Jolla,San Diego County,97,Layoff Temporary
03/23/2020,03/23/2020,05/19/2020,Summit College,El Cajon,San Diego County,6,Layoff Permanent
03/23/2020,03/23/2020,05/19/2020,UNITE Professional Salon System,Carlsbad,San Diego County,40,Layoff Permanent
04/20/2020,04/20/2020,05/19/2020,"Hoehn Motors, Inc., dba Hoehn Acura",Carlsbad,San Diego County,386,Layoff Temporary
03/31/2020,03/31/2020,05/19/2020,The Absinthe Group,San Francisco,San Francisco County,193,Layoff Temporary
03/31/2020,03/31/2020,05/19/2020,"International Marine Products, Inc.",South San Francisco,San Mateo County,9,Layoff Permanent
03/24/2020,03/17/2020,05/19/2020,European Wax Center,Mountain View,Santa Clara County,21,Layoff Temporary
03/25/2020,04/01/2020,05/19/2020,HotelCrafters Palo Alto LLC dba Garden Court Hotel,Palo Alto,Santa Clara County,62,Layoff Temporary
03/30/2020,03/31/2020,05/19/2020,"Velodyne Lidar, Inc.",San Jose,Santa Clara County,144,Layoff Permanent
03/23/2020,03/23/2020,05/19/2020,"Westlake Wellbeing Properties, LLC dba Four Seasons Hotel Westlake
Village",Thousand Oaks,Ventura County,555,Closure Temporary
04/13/2020,04/13/2020,05/19/2020,"Red Lobster Restaurants, LLC",Oxnard,Ventura County,50,Layoff Temporary
04/30/2020,04/23/2020,05/19/2020,Golin Theatres Inc (Regency),Ventura,Ventura County,41,Closure Temporary
04/27/2020,06/30/2020,05/19/2020,Packaging Corporation of America,San Lorenzo,Alameda County,160,Closure Permanent
03/23/2020,03/23/2020,05/19/2020,Golden Empire Transit District (GET),Bakersfield,Kern County,37,Layoff Temporary
03/18/2020,03/24/2020,05/19/2020,Omni San Francisco Hotel,San Francisco,San Francisco County,278,Layoff Temporary
03/24/2020,03/18/2020,05/19/2020,Sheraton Operating Corporation - W San Francisco Hotel,San Francisco,San Francisco County,271,Layoff Temporary
03/19/2020,03/20/2020,05/19/2020,FLYING FOOD GROUP,Burlingame,San Mateo County,14,Layoff Unknown at this time
03/20/2020,03/20/2020,05/19/2020,Euromotors Oakland Inc. dba Mercedes-Benz of Oakland,Oakland,Alameda County,57,Layoff Temporary
04/07/2020,04/06/2020,05/19/2020,"Mobileforming, LLC",Glendale,Los Angeles County,55,Layoff Temporary
03/27/2020,03/20/2020,05/19/2020,New York Film Academy,Burbank,Los Angeles County,215,Closure Temporary
03/31/2020,04/01/2020,05/19/2020,"Crunch, LLC",Los Angeles,Los Angeles County,130,Layoff Temporary
05/05/2020,04/03/2020,05/19/2020,"Pacific 2.1 Entertainment Group, Inc.",Los Angeles,Los Angeles County,185,Layoff Temporary
05/05/2020,04/03/2020,05/19/2020,"Pacific 2.1 Entertainment Group, Inc.",Santa Clarita,Los Angeles County,207,Layoff Temporary
05/05/2020,04/17/2020,05/19/2020,"American Broadcasting Companies, Inc.",Los Angeles,Los Angeles County,218,Layoff Temporary
05/05/2020,03/16/2020,05/19/2020,"It's a Laugh Productions, Inc.",Studio City,Los Angeles County,329,Layoff Temporary
05/05/2020,03/20/2020,05/19/2020,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,335,Layoff Temporary
03/20/2020,03/16/2020,05/19/2020,BESTIA,Los Angeles,Los Angeles County,125,Layoff Temporary
03/25/2020,04/01/2020,05/19/2020,Mulligan Palmdale Corporation dba Mulligan Family Fun Center,Palmdale,Los Angeles County,54,Layoff Temporary
05/15/2020,05/01/2020,05/19/2020,"Amada America, Inc.",Brea,Orange County,34,Layoff Unknown at this time
04/02/2020,04/03/2020,05/19/2020,"Evolution Hospitality dba Residence Inn at Anaheim Resort Convention
Center",Anaheim,Orange County,134,Layoff Temporary
03/25/2020,04/01/2020,05/19/2020,Mulligan Group INC. dba Mulligan Family Fun Center,Murrieta,Riverside County,51,Layoff Temporary
03/19/2020,03/20/2020,05/19/2020,TWO BUNCH PALMS,Desert Hot Springs,Riverside County,121,Layoff Permanent
03/31/2020,03/24/2020,05/19/2020,"Riverside Metro Auto Group, LLC, Riverside Metro Dealer, LLC, and
Riverside Metro
Partner, LLC.",Riverside,Riverside County,51,Layoff Unknown at this time
03/30/2020,03/23/2020,05/19/2020,Wetzel's Pretzels,Ontario,San Bernardino County,58,Layoff Temporary
03/20/2020,03/20/2020,05/19/2020,Euromotors Inc. dba Mercedes-Benz of San Francisco,San Francisco,San Francisco County,89,Layoff Temporary
03/31/2020,04/01/2020,05/19/2020,Crunch LLC,Daly City,San Mateo County,75,Layoff Temporary
03/27/2020,03/16/2020,05/19/2020,"Devcon Construction, Inc.",Milpitas,Santa Clara County,93,Layoff Temporary
03/23/2020,03/23/2020,05/19/2020,Hayes Mansion,San Jose,Santa Clara County,24,Layoff Temporary
03/24/2020,03/12/2020,05/19/2020,Avis Budget Car Rental LLC,San Jose,Santa Clara County,43,Layoff Temporary
03/23/2020,03/29/2020,05/18/2020,"SSA Group, LLC-Fresno Chaffee Zoo Facility",Fresno,Fresno County,82,Layoff Temporary
03/27/2020,03/30/2020,05/18/2020,Qantas Airways Ltd,Los Angeles,Los Angeles County,132,Layoff Temporary
03/27/2020,03/27/2020,05/18/2020,"Wencor Group, LLC. - Flight Line Products",Valencia,Los Angeles County,3,Layoff Permanent
03/23/2020,03/19/2020,05/18/2020,"Mama Management USA, LLC DBA Mama Shelter",Los Angeles,Los Angeles County,100,Layoff Temporary
03/23/2020,03/23/2020,05/18/2020,"BHA Hospitality, LLC. dba Avra Beverly Hills",Beverly Hills,Los Angeles County,256,Layoff Temporary
03/23/2020,03/23/2020,05/18/2020,"GL WCT, LLC dba West Coast Toyota",Long Beach,Los Angeles County,97,Layoff Temporary
03/25/2020,03/20/2020,05/18/2020,Wilbur Curtis,Montebello,Los Angeles County,142,Layoff Temporary
03/25/2020,03/23/2020,05/18/2020,Embassy Suites LAX North,Los Angeles,Los Angeles County,45,Layoff Temporary
03/24/2020,03/23/2020,05/18/2020,"GL LBH, LLC dba Long Beach Honda",Signal Hill,Los Angeles County,115,Layoff Temporary
05/04/2020,04/24/2020,05/18/2020,Javier's CC LLC,Los Angeles,Los Angeles County,168,Layoff Temporary
03/31/2020,03/24/2020,05/18/2020,"Bucket List Experiences, LLC DBA Malibu Wine Safaris",Malibu,Los Angeles County,68,Layoff Permanent
03/31/2020,03/31/2020,05/18/2020,Opus Bank,Irvine,Orange County,70,Layoff Permanent
05/04/2020,04/30/2020,05/18/2020,Leisure Sports Hospitality,Aliso Viejo,Orange County,72,Closure Temporary
05/04/2020,04/24/2020,05/18/2020,Mexi-Grill LLC,Newport Coast,Orange County,183,Layoff Permanent
03/20/2020,03/13/2020,05/18/2020,"Pinnacle Exhibits, Inc.",Irvine,Orange County,47,Layoff Temporary
03/18/2020,03/18/2020,05/18/2020,"Auburn Auto, Inc dba Auburn Toyota",Auburn,Placer County,73,Layoff Temporary
03/25/2020,03/25/2020,05/18/2020,"Walters Auto Sales and Service, Inc.",Riverside,Riverside County,93,Layoff Temporary
04/02/2020,03/17/2020,05/18/2020,"Dos Coyotes Sunrise Inc, dba Dos Coyotes Boarder Cafe",Citrus Heights,Sacramento County,7,Layoff Temporary
